
start_station_name,end_station_name,trips
San Mateo County Center,Stanford in Redwood City,20
Davis at Jackson,Washington at Kearney,20
California Ave Caltrain Station,San Antonio Shopping Center,20
Market at 4th,5th St at Folsom St,20
San Francisco City Hall,Embarcadero at Folsom,20
San Antonio Caltrain Station,University and Emerson,20
Rengstorff Avenue / California Street,California Ave Caltrain Station,20
5th St at Folsom St,Market at 4th,20
Washington at Kearney,5th at Howard,19
Castro Street and El Camino Real,Charleston Park/ North Bayshore Area,19
Santa Clara County Civic Center,St James Park,19
Broadway at Main,San Mateo County Center,19
Arena Green / SAP Center,SJSU - San Salvador at 9th,19
San Antonio Shopping Center,Park at Olive,19
Washington at Kearney,Townsend at 7th,18
S. Market St at Park Ave,San Pedro Square,18
San Jose City Hall,Santa Clara County Civic Center,18
S. Market St at Park Ave,San Jose Diridon Caltrain Station,18
San Antonio Caltrain Station,Castro Street and El Camino Real,18
San Francisco Caltrain (Townsend at 4th),5th St at Folsom St,18
Washington at Kearney,Civic Center BART (7th at Market),18
5th St at Folsom St,San Francisco Caltrain 2 (330 Townsend),18
Santa Clara County Civic Center,MLK Library,17
5th St at Folsom St,Golden Gate at Polk,17
Charleston Park/ North Bayshore Area,Mountain View City Hall,17
SJSU - San Salvador at 9th,Arena Green / SAP Center,17
Rengstorff Avenue / California Street,Castro Street and El Camino Real,17
Townsend at 7th,Washington at Kearney,17
MLK Library,Santa Clara County Civic Center,17
San Pedro Square,S. Market St at Park Ave,17
Washington at Kearney,Clay at Battery,17
Middlefield Light Rail Station,Middlefield Light Rail Station,17
Mountain View City Hall,Park at Olive,16
Washington at Kearney,2nd at Townsend,16
Castro Street and El Camino Real,San Antonio Caltrain Station,16
San Antonio Shopping Center,Charleston Park/ North Bayshore Area,16
Washington at Kearney,South Van Ness at Market,16
Embarcadero at Vallejo,Washington at Kearney,16
Castro Street and El Camino Real,Rengstorff Avenue / California Street,16
San Francisco Caltrain 2 (330 Townsend),5th St at Folsom St,16
Santa Clara County Civic Center,San Jose City Hall,16
Redwood City Public Library,Stanford in Redwood City,16
Broadway at Main,Broadway at Main,16
Market at Sansome,Post at Kearney,15
Washington at Kearney,San Francisco City Hall,15
5th St at Folsom St,2nd at Townsend,15
Rengstorff Avenue / California Street,Park at Olive,15
Mezes Park,Redwood City Public Library,14
Mechanics Plaza (Market at Battery),5th St at Folsom St,14
S. Market St at Park Ave,S. Market St at Park Ave,14
Washington at Kearney,Golden Gate at Polk,14
5th St at Folsom St,Powell Street BART,14
Palo Alto Caltrain Station,Redwood City Caltrain Station,13
Golden Gate at Polk,5th St at Folsom St,13
Charleston Park/ North Bayshore Area,San Antonio Shopping Center,13
Washington at Kearney,Commercial at Montgomery,13
Redwood City Caltrain Station,Broadway at Main,13
Santa Clara at Almaden,Santa Clara County Civic Center,13
Palo Alto Caltrain Station,San Antonio Shopping Center,13
Mezes Park,San Mateo County Center,12
Santa Clara County Civic Center,SJSU - San Salvador at 9th,12
San Jose City Hall,S. Market St at Park Ave,12
Rengstorff Avenue / California Street,University and Emerson,12
San Salvador at 1st,Santa Clara County Civic Center,12
Franklin at Maple,Broadway at Main,12
Adobe on Almaden,Santa Clara County Civic Center,12
California Ave Caltrain Station,Mountain View Caltrain Station,12
Ryland Park,S. Market St at Park Ave,12
SJSU - San Salvador at 9th,Santa Clara County Civic Center,11
Mountain View Caltrain Station,Palo Alto Caltrain Station,11
Kaiser Hospital,San Mateo County Center,11
California Ave Caltrain Station,Rengstorff Avenue / California Street,11
Broadway at Main,Redwood City Caltrain Station,11
Japantown,San Jose Government Center,11
Redwood City Medical Center,Redwood City Public Library,11
Franklin at Maple,University and Emerson,11
Washington at Kearney,2nd at Folsom,11
Santa Clara County Civic Center,Adobe on Almaden,10
Cyril Magnin St at Ellis St,San Francisco Caltrain (Townsend at 4th),10
Santa Clara County Civic Center,Paseo de San Antonio,10
5th St at Folsom St,Steuart at Market,10
San Mateo County Center,Mezes Park,10
Cowper at University,San Antonio Caltrain Station,10
Embarcadero at Vallejo,Post at Kearney,10
Mezes,Mezes,10
Charleston Park/ North Bayshore Area,Castro Street and El Camino Real,10
Charleston Park/ North Bayshore Area,University and Emerson,10
Cyril Magnin St at Ellis St,Cyril Magnin St at Ellis St,10
University and Emerson,Mountain View Caltrain Station,10
Santa Clara County Civic Center,Santa Clara at Almaden,10
5th St at Folsom St,Post at Kearny,9
Stanford in Redwood City,Cowper at University,9
Arena Green / SAP Center,S. Market St at Park Ave,9
San Mateo County Center,Kaiser Hospital,9
Civic Center BART (7th at Market),5th St at Folsom St,9
Redwood City Caltrain Station,Sequoia Hospital,9
Sequoia Hospital,Redwood City Caltrain Station,9
Middlefield Light Rail Station,Charleston Park/ North Bayshore Area,9
Redwood City Medical Center,Broadway at Main,9
Redwood City Caltrain Station,University and Emerson,9
San Francisco City Hall,Washington at Kearney,9
Market at 10th,Cyril Magnin St at Ellis St,9
San Jose Government Center,Japantown,9
Broadway at Main,Redwood City Medical Center,8
Mountain View City Hall,California Ave Caltrain Station,8
5th St at Folsom St,5th at Howard,8
Golden Gate at Polk,Washington at Kearney,8
Stanford in Redwood City,5th S at E. San Salvador St,8
SJSU 4th at San Carlos,Santa Clara County Civic Center,8
San Antonio Caltrain Station,Evelyn Park and Ride,8
Park at Olive,Mountain View City Hall,8
5th St at Folsom St,Mechanics Plaza (Market at Battery),8
Redwood City Public Library,Mezes Park,8
California Ave Caltrain Station,Mountain View City Hall,8
5th St at Folsom St,Spear at Folsom,8
San Jose Civic Center,S. Market St at Park Ave,8
Evelyn Park and Ride,Rengstorff Avenue / California Street,8
San Jose Diridon Caltrain Station,S. Market St at Park Ave,8
Mountain View Caltrain Station,University and Emerson,8
2nd at Townsend,5th St at Folsom St,8
Cyril Magnin St at Ellis St,Townsend at 7th,7
Broadway at Main,Franklin at Maple,7
California Ave Caltrain Station,Charleston Park/ North Bayshore Area,7
Mountain View Caltrain Station,California Ave Caltrain Station,7
5th S at E. San Salvador St,5th S at E. San Salvador St,7
Franklin at Maple,San Mateo County Center,6
Redwood City Public Library,Cowper at University,6
Stanford in Redwood City,University and Emerson,6
Embarcadero at Sansome,Cyril Magnin St at Ellis St,6
San Mateo County Center,Franklin at Maple,6
Palo Alto Caltrain Station,Rengstorff Avenue / California Street,6
San Francisco Caltrain (Townsend at 4th),Cyril Magnin St at Ellis St,6
California Ave Caltrain Station,Stanford in Redwood City,6
University and Emerson,Rengstorff Avenue / California Street,6
Evelyn Park and Ride,San Antonio Caltrain Station,6
Ryland Park,SJSU - San Salvador at 9th,6
S. Market St at Park Ave,Arena Green / SAP Center,6
Japantown,S. Market St at Park Ave,6
Redwood City Public Library,Mezes,6
Kaiser Hospital,Kaiser Hospital,6
San Antonio Shopping Center,Palo Alto Caltrain Station,6
Palo Alto Caltrain Station,Charleston Park/ North Bayshore Area,6
Franklin at Maple,Stanford in Redwood City,5
San Francisco Caltrain 2 (330 Townsend),Cyril Magnin St at Ellis St,5
Redwood City Public Library,Redwood City Medical Center,5
University and Emerson,Charleston Park/ North Bayshore Area,5
Park at Olive,Castro Street and El Camino Real,5
5th St at Folsom St,South Van Ness at Market,5
Rengstorff Avenue / California Street,Evelyn Park and Ride,5
Mountain View City Hall,Middlefield Light Rail Station,5
Cyril Magnin St at Ellis St,Harry Bridges Plaza (Ferry Building),5
Middlefield Light Rail Station,Mountain View City Hall,5
Cyril Magnin St at Ellis St,Market at 10th,5
Paseo de San Antonio,Santa Clara County Civic Center,5
5th St at Folsom St,Townsend at 7th,4
University and Emerson,Stanford in Redwood City,4
5th St at Folsom St,Civic Center BART (7th at Market),4
Franklin at Maple,Mezes Park,4
Charleston Park/ North Bayshore Area,Park at Olive,4
5th St at Folsom St,San Francisco Caltrain (Townsend at 4th),4
S. Market St at Park Ave,San Jose City Hall,4
Cowper at University,Mountain View Caltrain Station,4
Washington at Kearney,Broadway St at Battery St,4
S. Market St at Park Ave,Redwood City Caltrain Station,4
Mountain View City Hall,Palo Alto Caltrain Station,4
Palo Alto Caltrain Station,Redwood City Public Library,4
Evelyn Park and Ride,San Antonio Shopping Center,4
Sequoia Hospital,Sequoia Hospital,4
Cyril Magnin St at Ellis St,Golden Gate at Polk,4
University and Emerson,Castro Street and El Camino Real,4
Castro Street and El Camino Real,Park at Olive,4
Redwood City Public Library,Kaiser Hospital,4
Redwood City Caltrain Station,San Francisco Caltrain (Townsend at 4th),4
San Francisco City Hall,5th St at Folsom St,4
Redwood City Medical Center,Franklin at Maple,4
San Jose Civic Center,Mountain View Caltrain Station,4
Arena Green / SAP Center,San Jose Government Center,4
Redwood City Caltrain Station,Park at Olive,4
Mezes Park,Redwood City Medical Center,4
Santa Clara County Civic Center,San Salvador at 1st,4
Powell Street BART,Cyril Magnin St at Ellis St,4
Santa Clara County Civic Center,SJSU 4th at San Carlos,4
Washington at Kearny,Cyril Magnin St at Ellis St,4
Mezes,Redwood City Public Library,3
Charleston Park/ North Bayshore Area,Palo Alto Caltrain Station,3
Stanford in Redwood City,Kaiser Hospital,3
5th St at Folsom St,2nd at Folsom,3
San Jose Government Center,San Jose City Hall,3
Beale at Market,5th St at Folsom St,3
San Jose Diridon Caltrain Station,Mountain View Caltrain Station,3
University and Emerson,Redwood City Caltrain Station,3
SJSU - San Salvador at 9th,S. Market St at Park Ave,3
Broadway at Main,Redwood City Public Library,3
Post at Kearney,Broadway St at Battery St,3
Redwood City Public Library,Broadway at Main,3
Embarcadero at Vallejo,Cyril Magnin St at Ellis St,3
Cowper at University,Broadway at Main,3
Kaiser Hospital,Redwood City Public Library,3
Franklin at Maple,Palo Alto Caltrain Station,3
Charleston Park/ North Bayshore Area,California Ave Caltrain Station,3
Redwood City Caltrain Station,S. Market St at Park Ave,3
University and Emerson,Franklin at Maple,3
Powell at Post (Union Square),5th St at Folsom St,3
Cyril Magnin St at Ellis St,Embarcadero at Vallejo,3
Mountain View Caltrain Station,Cowper at University,3
University and Emerson,San Francisco Caltrain (Townsend at 4th),3
MLK Library,S. Market St at Park Ave,3
5th St at Folsom St,Beale at Market,3
Townsend at 7th,5th St at Folsom St,3
Steuart at Market,5th St at Folsom St,3
S. Market St at Park Ave,MLK Library,3
Cowper at University,Redwood City Public Library,3
S. Market St at Park Ave,SJSU - San Salvador at 9th,3
Franklin at Maple,Redwood City Medical Center,3
Cowper at University,Rengstorff Avenue / California Street,3
University and Emerson,Mountain View City Hall,3
Castro Street and El Camino Real,Middlefield Light Rail Station,3
Cowper at University,Stanford in Redwood City,3
SJSU - San Salvador at 9th,Ryland Park,3
University and Emerson,Redwood City Public Library,3
S. Market St at Park Ave,San Jose Civic Center,3
San Antonio Caltrain Station,Cowper at University,3
San Jose Government Center,San Pedro Square,3
Steuart at Market,Redwood City Caltrain Station,3
Mountain View City Hall,Santa Clara County Civic Center,3
San Salvador at 1st,San Antonio Shopping Center,3
San Jose Government Center,St James Park,3
5th St at Folsom St,Harry Bridges Plaza (Ferry Building),3
Cyril Magnin St at Ellis St,Embarcadero at Sansome,3
Powell at Post (Union Square),Cyril Magnin St at Ellis St,2
University and Emerson,San Mateo County Center,2
5th St at Folsom St,San Francisco City Hall,2
Cowper at University,Franklin at Maple,2
5th S at E. San Salvador St,S. Market St at Park Ave,2
Redwood City Public Library,University and Emerson,2
Palo Alto Caltrain Station,Mountain View City Hall,2
Cyril Magnin St at Ellis St,South Van Ness at Market,2
Cyril Magnin St at Ellis St,Powell at Post (Union Square),2
Mezes Park,Palo Alto Caltrain Station,2
Cyril Magnin St at Ellis St,Market at 4th,2
MLK Library,5th S at E. San Salvador St,2
San Jose Government Center,SJSU - San Salvador at 9th,2
Cowper at University,Mountain View City Hall,2
Cowper at University,Charleston Park/ North Bayshore Area,2
San Antonio Shopping Center,Cowper at University,2
Palo Alto Caltrain Station,San Francisco Caltrain (Townsend at 4th),2
Commercial at Montgomery,Cyril Magnin St at Ellis St,2
Rengstorff Avenue / California Street,Japantown,2
Japantown,Cowper at University,2
Embarcadero at Bryant,5th St at Folsom St,2
Cowper at University,Evelyn Park and Ride,2
Cyril Magnin St at Ellis St,San Francisco Caltrain 2 (330 Townsend),2
Mountain View City Hall,University and Emerson,2
Mezes,San Mateo County Center,2
S. Market St at Park Ave,St James Park,2
Castro Street and El Camino Real,Howard at 2nd,2
S. Market St at Park Ave,Adobe on Almaden,2
Castro Street and El Camino Real,San Jose Diridon Caltrain Station,2
Redwood City Public Library,Palo Alto Caltrain Station,2
Harry Bridges Plaza (Ferry Building),5th St at Folsom St,2
Stanford in Redwood City,Redwood City Medical Center,2
5th S at E. San Salvador St,San Pedro Square,2
Mezes Park,Broadway at Main,2
Broadway at Main,Mezes Park,2
Cyril Magnin St at Ellis St,Yerba Buena Center of the Arts (3rd @ Howard),2
Palo Alto Caltrain Station,Franklin at Maple,2
Redwood City Medical Center,Stanford in Redwood City,2
S. Market St at Park Ave,SJSU 4th at San Carlos,2
5th S at E. San Salvador St,San Jose Diridon Caltrain Station,2
5th St at Folsom St,Yerba Buena Center of the Arts (3rd @ Howard),2
San Francisco Caltrain 2 (330 Townsend),University and Emerson,2
San Mateo County Center,Mezes,2
Market at 10th,5th St at Folsom St,2
Paseo de San Antonio,San Jose Government Center,2
South Van Ness at Market,5th St at Folsom St,2
Palo Alto Caltrain Station,Castro Street and El Camino Real,2
Cyril Magnin St at Ellis St,Temporary Transbay Terminal (Howard at Beale),2
St James Park,S. Market St at Park Ave,2
Stanford in Redwood City,Franklin at Maple,2
Golden Gate at Polk,Cyril Magnin St at Ellis St,2
Franklin at Maple,Cowper at University,2
San Pedro Square,San Jose Government Center,2
Cyril Magnin St at Ellis St,Post at Kearny,2
San Antonio Caltrain Station,Stanford in Redwood City,2
5th S at E. San Salvador St,Santa Clara at Almaden,2
Mezes,Stanford in Redwood City,2
5th St at Folsom St,Embarcadero at Vallejo,2
Cyril Magnin St at Ellis St,Civic Center BART (7th at Market),2
Kaiser Hospital,5th S at E. San Salvador St,2
San Mateo County Center,Cowper at University,2
San Antonio Caltrain Station,Market at 4th,2
Redwood City Medical Center,Cowper at University,2
MLK Library,Mountain View Caltrain Station,2
Harry Bridges Plaza (Ferry Building),Cyril Magnin St at Ellis St,2
5th St at Folsom St,Grant Avenue at Columbus Avenue,2
San Antonio Shopping Center,Evelyn Park and Ride,2
Redwood City Caltrain Station,Cowper at University,2
Townsend at 7th,Cyril Magnin St at Ellis St,2
Mountain View Caltrain Station,San Jose Diridon Caltrain Station,2
5th St at Folsom St,Market at 10th,2
Market at Sansome,5th St at Folsom St,2
San Antonio Caltrain Station,Market at 10th,2
Yerba Buena Center of the Arts (3rd @ Howard),5th St at Folsom St,2
5th St at Folsom St,5th St at Folsom St,2
Cyril Magnin St at Ellis St,Steuart at Market,2
Market at 4th,Stanford in Redwood City,1
Santa Clara at Almaden,S. Market St at Park Ave,1
Sequoia Hospital,Mezes,1
San Jose Government Center,Arena Green / SAP Center,1
Castro Street and El Camino Real,Cowper at University,1
5th St at Folsom St,2nd at South Park,1
San Jose Civic Center,5th S at E. San Salvador St,1
5th St at Folsom St,Broadway St at Battery St,1
San Francisco Caltrain (Townsend at 4th),San Antonio Caltrain Station,1
Middlefield Light Rail Station,San Antonio Caltrain Station,1
Mezes Park,California Ave Caltrain Station,1
Beale at Market,Mezes Park,1
San Jose Government Center,Adobe on Almaden,1
San Mateo County Center,University and Emerson,1
San Jose Government Center,Paseo de San Antonio,1
SJSU - San Salvador at 9th,San Jose Government Center,1
S. Market St at Park Ave,Ryland Park,1
San Salvador at 1st,S. Market St at Park Ave,1
Yerba Buena Center of the Arts (3rd @ Howard),Cyril Magnin St at Ellis St,1
San Salvador at 1st,5th S at E. San Salvador St,1
Harry Bridges Plaza (Ferry Building),Redwood City Caltrain Station,1
5th St at Folsom St,Market at Sansome,1
5th S at E. San Salvador St,Japantown,1
San Mateo County Center,Park at Olive,1
Palo Alto Caltrain Station,San Mateo County Center,1
MLK Library,Market at 4th,1
5th St at Folsom St,Davis at Jackson,1
Kaiser Hospital,Stanford in Redwood City,1
Temporary Transbay Terminal (Howard at Beale),Cyril Magnin St at Ellis St,1
Mountain View City Hall,5th at Howard,1
Post at Kearny,Cyril Magnin St at Ellis St,1
California Ave Caltrain Station,Evelyn Park and Ride,1
San Jose Diridon Caltrain Station,Rengstorff Avenue / California Street,1
MLK Library,San Francisco Caltrain (Townsend at 4th),1
South Van Ness at Market,Cyril Magnin St at Ellis St,1
Embarcadero at Bryant,San Mateo County Center,1
Redwood City Caltrain Station,California Ave Caltrain Station,1
Mountain View City Hall,St James Park,1
Mountain View Caltrain Station,Japantown,1
Cyril Magnin St at Ellis St,Powell Street BART,1
California Ave Caltrain Station,San Francisco Caltrain (Townsend at 4th),1
5th at Howard,Redwood City Caltrain Station,1
Park at Olive,San Francisco Caltrain (Townsend at 4th),1
2nd at Townsend,Redwood City Caltrain Station,1
Market at 4th,Paseo de San Antonio,1
Middlefield Light Rail Station,Park at Olive,1
Mountain View Caltrain Station,San Francisco Caltrain (Townsend at 4th),1
Mountain View Caltrain Station,Santa Clara County Civic Center,1
San Antonio Caltrain Station,Redwood City Caltrain Station,1
SJSU 4th at San Carlos,San Jose Government Center,1
San Antonio Caltrain Station,Middlefield Light Rail Station,1
MLK Library,San Jose Government Center,1
Beale at Market,San Jose Civic Center,1
Redwood City Caltrain Station,San Antonio Caltrain Station,1
Redwood City Medical Center,SJSU - San Salvador at 9th,1
Cyril Magnin St at Ellis St,2nd at South Park,1
Broadway at Main,California Ave Caltrain Station,1
Mountain View Caltrain Station,St James Park,1
San Francisco Caltrain (Townsend at 4th),San Jose Diridon Caltrain Station,1
Park at Olive,Charleston Park/ North Bayshore Area,1
Cyril Magnin St at Ellis St,Commercial at Montgomery,1
Embarcadero at Folsom,Cyril Magnin St at Ellis St,1
Santa Clara at Almaden,San Francisco Caltrain (Townsend at 4th),1
Japantown,5th St at E. San Salvador St,1
Kaiser Hospital,Mezes,1
S. Market St at Park Ave,5th S at E. San Salvador St,1
San Jose Diridon Caltrain Station,5th S at E. San Salvador St,1
Market at 10th,San Salvador at 1st,1
San Jose City Hall,5th S at E. San Salvador St,1
Cyril Magnin St at Ellis St,Clay at Battery,1
Charleston Park/ North Bayshore Area,San Jose Diridon Caltrain Station,1
5th S at E. San Salvador St,San Jose City Hall,1
Mezes,Sequoia Hospital,1
Redwood City Public Library,Castro Street and El Camino Real,1
2nd at Folsom,Cyril Magnin St at Ellis St,1
San Jose Diridon Caltrain Station,Cowper at University,1
5th St at Folsom St,Washington at Kearny,1
Civic Center BART (7th at Market),Cyril Magnin St at Ellis St,1
Paseo de San Antonio,San Francisco Caltrain (Townsend at 4th),1
Broadway St at Battery St,Post at Kearney,1
Redwood City Caltrain Station,Civic Center BART (7th at Market),1
Redwood City Caltrain Station,Mountain View Caltrain Station,1
SJSU 4th at San Carlos,S. Market St at Park Ave,1
Paseo de San Antonio,S. Market St at Park Ave,1
Paseo de San Antonio,Market at 4th,1
Castro Street and El Camino Real,California Ave Caltrain Station,1
University and Emerson,Evelyn Park and Ride,1
Evelyn Park and Ride,Arena Green / SAP Center,1
S. Market St at Park Ave,Palo Alto Caltrain Station,1
Adobe on Almaden,Rengstorff Avenue / California Street,1
Santa Clara County Civic Center,California Ave Caltrain Station,1
Broadway St at Battery St,Washington at Kearney,1
Park at Olive,Evelyn Park and Ride,1
Charleston Park/ North Bayshore Area,Cowper at University,1
Spear at Folsom,Cyril Magnin St at Ellis St,1
California Ave Caltrain Station,Beale at Market,1
Commercial at Montgomery,Redwood City Caltrain Station,1
Howard at 2nd,5th St at Folsom St,1
5th St at Folsom St,Commercial at Montgomery,1
Powell Street BART,San Antonio Shopping Center,1
2nd at Folsom,San Jose City Hall,1
Townsend at 7th,San Jose Diridon Caltrain Station,1
5th S at E. San Salvador St,SJSU - San Salvador at 9th,1
Redwood City Medical Center,Mezes Park,1
Mezes,Kaiser Hospital,1
5th St at Folsom St,Howard at 2nd,1
San Francisco City Hall,San Jose City Hall,1
S. Market St at Park Ave,Stanford in Redwood City,1
Temporary Transbay Terminal (Howard at Beale),5th St at Folsom St,1
Cowper at University,San Antonio Shopping Center,1
South Van Ness at Market,Palo Alto Caltrain Station,1
San Antonio Shopping Center,San Francisco Caltrain (Townsend at 4th),1
Mezes,Charleston Park/ North Bayshore Area,1
San Jose Civic Center,Civic Center BART (7th at Market),1
Sequoia Hospital,Redwood City Public Library,1
San Antonio Shopping Center,San Jose Diridon Caltrain Station,1
Redwood City Caltrain Station,Broadway St at Battery St,1
2nd at Townsend,Cyril Magnin St at Ellis St,1
San Jose City Hall,San Jose Government Center,1
California Ave Caltrain Station,Castro Street and El Camino Real,1
Japantown,Middlefield Light Rail Station,1
Powell Street BART,University and Emerson,1
San Antonio Shopping Center,Embarcadero at Sansome,1
Middlefield Light Rail Station,Castro Street and El Camino Real,1
San Antonio Caltrain Station,San Jose Civic Center,1
Market at 4th,Cyril Magnin St at Ellis St,1
Steuart at Market,Cyril Magnin St at Ellis St,1
5th S at E. San Salvador St,Paseo de San Antonio,1
5th St at Folsom St,Embarcadero at Sansome,1
San Antonio Shopping Center,Civic Center BART (7th at Market),1
5th St at E. San Salvador St,San Jose Diridon Caltrain Station,1
California Ave Caltrain Station,Market at Sansome,1
San Antonio Caltrain Station,San Salvador at 1st,1
S. Market St at Park Ave,San Salvador at 1st,1
San Antonio Caltrain Station,Franklin at Maple,1
Palo Alto Caltrain Station,Evelyn Park and Ride,1
Stanford in Redwood City,California Ave Caltrain Station,1
